tweet,sentiment
"yep, good morning to you all  or night or evening or whatever xD",1
I am so sad...,0
"Every time I succeed with a code, I get 'We`re Sorry. Your Credit Card Has Been Declined at this time.'",0
"why? i enjoy fancy meals on my own smtimes, thr`s joy in solitude, u can REALLY enjoy the food & it`s lk a date with the world",1
I didn`t get my q`doba today! sad,0
"_127 good morning  one m,ore day YAY! #TwitterTakeover",1
i am going to be disgraced with myself for life if i don`t make it in next year. being a perfectionist sucks. good luckkkk,0
"im getting really spotty and my spots ALWAYS scar... and NO its not because i pick them, even if i dont,they scar- FACT  my skin sucks",0
Friday tubes at work are slow..,0
"omg! taylor and selena broke up  sooo sad, aw i think i actually like selena now. poor gal.",0
Gross! haha it was like the tiniest piece ever but i can taste it like i ate the whole onion eww,0
Nice musli bars!,1
airsoft is so much fun! i play with my brothers and it`s a great bonding experience.,1
So my parents are too busy making me feel like **** to realise that I`ve got worse and need to see a doctor again. No sleep sucks,0
"went on a ride to tortilla flats this morning with , a little warm, but a nice ride none the less",1
my sunburn hurts,0
loll my dad leavingg and moving to las vegas and myy now ex boyfrienndd is FINALLLY done talking to me and has left me alone,1
congratulations ! you guys finish a month early than we do. booo,1
"It`s 12:30AM,  stopped tweeting, my brain`s not functioning. I wanna cry. Haha. Philippines tour, please?  Love ya!",0
Enjoy the ride,1
Thanks!  I am doing good... Did you read any of my blog posts?,1
I`m bummed to miss you.   Hope you enjoy your writing conf. tho!,0
"by the way, it`s INconvenient...",0
That is amazing she will be happy with it enjoy your sunday  ****,1
My head hurts so bad I could scream!,0
Lazy day in is awesome but I really should go out,1
Dang my own LDBF didnt give me a Follow Friday shot out,0
You`re silly.,0
"Thanks!!!!  Like I said on facebook, you just made me awesomely happy.  Thanks.",1
it is so sad that me and my roommate fry chicken just about every night @ 330 4. We just finished tonight`s batch,0
"Watching the best movie ever: The NeverEnding Story!  I wish my babbby was with me, though.",1
kate is leaving me all by my lonesome,0
"I just got through doing my work now I can take the whole day off, its great being your own boss",1
LMAO! I don`t fake being Paris anymore. Look at my bio ;) and by the way I can`t log onto your forum...,0
Ok so I`ve now got a bit of a bad back after lifting all drum hardware into my car   downer.,0
_eleni I love you too!,1
caught up on emails for my research project.  yay for labels and search in #gmail.  much easier,1
im pretty sure i miss watching 'Yo Gabba Gabba' with my niece,0
I must agree I do like blackberries!,1
CONGRATS on graduating college!,1
"Waiting for an email that will probably never arrive. ED later, Consti study after then hopeless bumming.",0
14 dayssss ahhhh super excited   `they`re telling me that my heart wont beat again`   JLS were awesome yesterday (:,1
So true Donna  Wish you a joyfull sunday ~Siddy,1
i love you <3  host me lmao,1
"don`t worry though,he will be fine",1
Thank You Clayton. Going to my favorite Greek Resturant after church for mom`s Day!!!!  Loved you on Huckabee,1
"I hate dreaming that your at some awesome party and you wake up at home, there was jager at the party too",0
"Finally picked up some handwraps, but struggling to wrap my stronger hand with the other! Defo should have got some a lot sooner though",0
right..  making compromises is what kills us!,0
"_onfire I think Letitia is still trying to upload the digital, they were having problems before. I am sure she will let us know",0
wishing I were somewhere else besides here!!  Don`t worry this won`t dampen my day and neither will the rain,1
My modem has been offline for a week now... God bless the 3g network. Tim just left... Again!! May schedule has been brutal,0
"your saaaaafe with mee(8) **** epic times again last night  old friends and new friendships, good way to kick off this month!",1
Thanks Synn!,1
bored well its not like any one can see this i havent got any friends,0
the kid that got a second chance shudnt have. mowgli didnt. gutted,0
ommg gurll why aren`t u going how sad,0
remember the guy who 1st #tweetbud you! ~> _2890  help him get 900 flwrs & make him smile!,1
YEAYYY! good for you,1
"had a great time celebrating mother`s day  to me, being a mom is the best job on earth!",1
"thank you for teaching me values and to be a better person each day  I LOVE SO MUCH, YOU`RE THE BEST MUM IN THE WORLD",1
"Just been out to try to catch a swarm, gone into a roof gable end   Set up a bait hive an hoping for the best at the moment",1
be sure to tell your Mom you love her and thank her for putting up with you!,1
"absolutely boiling! Got factor 50+ on! Must not turn orange, must not look like oompa lumpa... My left shoulder is burnt from yesterday",0
Cant sleeeeep & i miss my long hairrr,0
Justin Timberlake and Andy Samberg do it again.. Mother Lover skit on SNL was great,1
"umm get ready, help my mum, give GJ his presents when he gets up (could be a while), wait for people to arrive, then party",1
I`m only telling the truth..... You know you have skills,1
I want a Monte Cristo sandwich sooo... BAd!!!,1
I MISS U CEDDY,0
you know what it is to see people you love most in his country and could not get closer?,1
so afraid my daughter`s gonna write a memoir where i`m some ungodly mix of Miles & Betty Davis in All About Eve,0
_a_michael i plan on it! Goodnight,1
what I do now  anyhoo thanks for the *spank* :-O x,1
I also concede to my first Twitter grammar fail.,0
Gotta get creative with these mothers day gifts. I`m gonna win them over with my love!!,1
"One of my good friends in the states has it covered now, but thank you again!",1
"got up at 8 today, and also misses his friend",0
i can`t wait. 2 more days till happiness.,1
I almost say 'bless you' to a sneezing cat,1
putting 3 new consultants to work this week. it`s a good feeling!  congrats on your offers,1
Just saw Zack and Miri Make a **** with  and  . sooo good.,1
"Feel your pain with the hayfever - forgot to take mine yesterday, again.",0
That is the sweetest loveliest thing for you to say. You made me smile. Thank you for that.,1
"Is on her way to nottingham! ICOF tonight, then no more gigs umtil download. Fail",0
don`t get impatient! for what? you have already sinned: strawberries with milk and sugar,0
"True to form, Bank Holiday Monday looks like it might be rainy. Hope it holds off til later, family&friends plan walk and picnic today",1
"although, there is drama, move forward, smile, and count your blessings everyday. Your actions speak volumes, sooo inspiring",1
I want it to be Wednesday already so I can hurry up and go to New Zealand so I`m busy and not sitting here bored and stressing,0
Won a gps at post prom,1
Thanks for your definition of throwbie!  Editors reviewed your entry and have decided to not publish it.,1
That it does  just wish more people would notice it,1
I am trying to figure out how to use Twitter,1
Linda ~ What do you mean by your last post??  It doesn`t sound good,0
__ Aww bless her. She`s one of my faves,1
Headed to see friends new baby. Gave up trip to the lake cause of dance class. Such a good mama.,1
"Lol, triplet.  Haha I`m so glad that morgan got the bag even if she didn`t ride the ride",1
"ah, ok  thank youuuuuu!",1
I am so bored,0
"Im so done with this cold. I really wanna go out tonight, but i really dont feel like it.",0
wheres the music mannnn!!?? my inbox is still empty,0
to save my heart I think Imma let go! I can see myself getting hurt with you!,0
"Just hangin out at home, watchin twiligghhttt ( and readin it (AGAIN!!) lol School sukked today Bahaha",0
"Toooooom! Do a tour in the Philippines, pleeease?  I`m risking my health to get your reply. Haha!",0
"thanks to the forever 21 curse that makes you spend 3 hours there everytime you go in, i couldnt go tanning today",0
oh hahah thats ok then,1
"I forwarded an email about a cool science event in Canberra, and a friend thought it was in Sydney and trekked out to the wrong place",0
Flypside - When it was good..i must creat my presentation in english  by guys ?,1
Writing my Music Lit final paper on Mozart`s Eine kleine nashtmusik. Mom is giving me a hand...and I`m actually having a GREAT time,1
"`s going to Disney World, lucky ****.",1
after pub lunch am now going to daughters for tea life is good,1
"Sometimes games are cruel because they`re not real... like last night when I won $128,600 on Wheel of Fortune",0
YES!!! haahaaa.! break out the jellybeaniesss!,1
biglots by my house has jesus & virgin mary rings in one of those machines i rocked one for a while til that **** broke,0
"- Bingley, just for that practise-the-proposal scene toward the end. So endearing",1
The devil you say!  I`ve been waiting for the Black Widow in movies and now she won`t be awesome at all.,0
Borrowing my Mom`s Lenovo laptop The trackpad and the battery life suck balls for quarters. Seriously missing my MacBook Pro,0
It just occured to me..... tonight is Cheri`s Prom Night......I was suppose to go with her...... 970 miles makes that kind of difficult.,0
"and what about me, huh? I`m crying. Did U forget me?",0
Thank you all for your incredible support and encouragement-it means so much!! You constantly bless me & I am thankful for you!!,1
Hayley Williams is pretty much amazzing,1
goodnight to all,1
that is definitely a blast from the past,1
"My dog is officially depressed that my brother`s dogs are gone. He doesn`t want to go outside and when we did, he play half-heartedly.",0
leather jackets=uncomfortable....not my thing,0
checking iDestroy sales.... sales are good,1
I am listening to the music of Super Juniors of Korea. I so like the way they sing and dance. I hope someday i can meet them.,1
oowww...why do wisdom teeth hurt so much,0
That sucks,0
_paige aww hey! I didn`t know this was you! LOL. I`m sick. No outtie for me.,0
i love you but i can`t call you cause i live in argentina  really really love you mitchel!,1
that was pretty lame babe,0
_Mandarich well welcome back from the dark side!,1
you didn`t come to see the hosts at hilton mr. thomas. we spent lots of money for nothing. that`s boring,0
Yay good for both of you. Enjoy the break - you probably need it after such hectic weekend  Take care hun xxxx,1
i jus love doin night shifts...will be done in an hour,1
"went to galveston, want to go back",1
My best Vanilla in memory was from the Sharffenberger factory gift shop... Not sure where to get it now!,1
Oh God bless you,1
Looking forward for orange juice and fried eggs and cinnamon rolls tomorrow morning!!,1
This is true... Clean clothes is a VERY good thing!   Enjoy your day! Love your new avatar BTW!,1
*sigh* joe sings so purdy.  he makes me feel better,1
"Long day of dancin, travelin, and celebrating life  happy mothers day!!",1
ahh im getting really tired and ej isnt up yet! im might have to go to sleep without talking to her again,0
That just means you were not trying hard enought,0
"You are a dope mom too! Love you too!!! Now stop drinking the mom juice, stop twittering and get some rest!",1
My ipod has taken it`s last breath... Im truly devastated. I have lost my public transportation companion,0
glad to know that the ad display problem was due to a firewall config at yr office. phew!,1
**** you rhinitis! boohooo my poor nose,0
Missing how it used to be,0
"Feels really sick. Just puked my guts out.    help, please.",0
Watched Australia last night and got to say bloody fantastic film with the added bonus of Hugh Jackman  definitely a got to see movie.,1
"#SanctuarySunday awesome news about the Leo Awards for Sanctuary, looks like they got 4 out of the 10 they were nomintated for, not bad!",1
"Aw, not going to Toronto anymore.",0
Cleaning + finding stuff to sell. I`m so poor.,0
Wow! Some person u are!,1
Gardening stuff I ordered got returned to sender because it was damage  need to work out how to get to a garden centre.,0
thank you very much!!!,1
happy mothers day to all you mums out there,0
I like your new profile pic. Very cute,1
"**** dude... dia 06, 20 e 27 eu tenho curso na DRC  flash expert...",0
Guys (    ) I know! My ability to read time telling devices failed!,0
what a **** shame all that body to waste,0
that`s meAn,0
im going to my inlaws tonight.  hopefully my new niece will be there!  who needs kids when my inlaws have them all for me!,1
So the man behind the awesome Macarena vid. Great work. Love it.,1
My iPod headphones have gone kaput.  Wanted to buy new ones. Should I buy some Bose instead then? Do they work with Apple?,0
_HK very funny,1
Just paid my bills now I have no money,0
"#TFARP *takes a moment to translate, then nods* You`re quite welcome.  Also, dear, it`s probably best if you stay here again-",1
Oh noes.  Hope you feel better soon. My head sympathizes with yours.,1
"I don`t use it, but I heard that PowerShell is nice",1
any one watching justin timberlake on SNL? He is greattttt! So hilarious,1
is feeling waaay too cruisey and relaxed for a Monday evening...  oh wait..  that`s just wine before dinner...,1
Thanks very much for the #ff  ! My only one today,1
The power is out! I can`t seeeeeeee!!  I love storms!,1
aww im sorry im home now hope your ok  i love ya wifey <3 ****,0
"I am sick, very sick, sore throat and flu",0
will be lonely for 4 days because  will be in baguio.   http://plurk.com/p/x2apl,0
big sis moved out 2day  its gna b weird without her! X,0
It is so annoying when she starts typing on her computer in the middle of the night!,0
MORNING!!! Hope you all have a lovely holiday Monday whatever you are goin to be up to!,1
Their songs make me want to cry..,0
"oooh...I wish I could`ve gone there today, too!   I know Zach was looking forward to it.",1
wonders why am I so clumsy lately?  http://plurk.com/p/x28ka,0
Bad week for connectivity...Arlington Panera wifi sucks. Maybe head to Legal Seafoods at airport. Dang...missing Metaverse U stream.,0
Trully a awful day! ****!,0
Trending Topics on Twitter used to useful. Now they`re just like middle schoolers passing around notes cause class is boring.,0
Ahh ! I just woke up.  forgot to reset my alarm clock.,0
"that is definitely an easier way of saying it, yes",1
Disneyland was a blast yesterday now back to work,1
"@_erica Yea, its tough to keep it going. Sometimes I`m not sure its worth it.",0
"my girlfriend still likes sesame st, and so do I",1
"Recovering from my crazy family. I love them, but they ain`t got it all   I only see em a couple of times a year, so I guess I can deal.",1
"You did know, you just couldn`t remember!!",0
I just had a lovely lunch of curried rice and mussels with baby octopus - yum,1
"Yes, we will! We should maybe do it in a DM though so we don`t annoy our followers. Thought of that too late.    Good night!",1
So bummed that I can`t see LTJ in June  hoping for a UK yoke soon,0
I`ve read about those. They`re cool. You should definitely get one,1
your right. im so jealous i wish i had gangsterrrr pants like your grandma,0
He put a **** mohawk in my son head.....he just killed my vibe as always,0
I just made myself a wonderful breakfast!!!!!!!! Now I have to get ready to workout,1
http://twitpic.com/4jguu - wow that is pretty  x,1
_wx Did you see the color of the sky and how it looks in Philly??  It is yellowish/orangeish/brownish looks scary!!  lol,0
I just wanna be happy,1
i want to experience snow  we don`t have snow here and it sucks,0
poor pooch...,0
no school today! that`s greeeeeat!,1
hey!  YAY! thanks!  wow ur page is awesome!!!!!,1
Its relaxing time..a movie and some treats,1
i`ve seen inkheart- i liked it too,1
Engaged May 1st to the best guy  I could not be happier! I love you Jay!,1
"We need to remodel the house and the thoughts of doing it make me kind of ill   He has one way and I have anouther, I just want to move. !",0
Happy Mother`s Day - Happy Motherï¿½s Day  http://tumblr.com/xnx1qyn0j,1
thanks alot. Hope you can help spread the word and get people involved. We are already making a real difference,1
ummmm i have no idea what im doing but my friend is pissed off at me now and i dont know why she hates me so much I NEED HELP BRITNEY plz,0
Dude my butt itches  but i cant scratch it cause ppl r here,0
awww sowy shortie,0
"Ya, it was pretty bad. Not sure when I will get to go visit. We have been super busy lately.",0
the globe theatre rocks.......nothing better than romeo & juliet as it was supposed to be watched,1
just made my day: http://tinyurl.com/cumqmv,1
because it is too hot i am sleeping with the window open. just means all the noise will make me up early,0
happy to b home .. then my mind wanders an I can`t sleep,1
#liesgirlstell  a guy calls her phone to see if the number is real ) ohh my phone isn`t working . try tomorrow .,0
"any legal studies/law students out there twitter? would love a couple of references to cases inolving bias juries, jury nullification etc",1
So tired & ready for bed!! Really in the mood for salt & pepper chicken wings & noodles but have no money on me for a Chinese!,0
darn! now we have to go through the WHOLE weekend without em`,0
either my inerne is **** or my mind is but i`m pretty sure that it`s the internet,0
"Had an interesting evening amongst homeless people in Venice Beach last night, wishing I had my camera with me........ and model releases",1
"Thanks. I am greedy, looking for a full fledged widget (a la twitter) so I can like and share from within NV. 2 much to expect?",1
"Awww, *hugs* I wish I could help.",0
aw taxi man is going fast just for meee,1
Illy`s note in the book: 'From one `geek` to another - keep up the good work!' sigh.  He is missed - and he was great for espresso.,1
We said anyone could 'write one'...those special 10 selected are - of course - chosen because they are OUTSTANDING!,1
thanks timmy.  turns out he has strep and a high fever.,1
I have the Job  this is a nice day it can not be better,1
I woulda never believed that five years later I`d be a female engineer myself making tracks,1
"Ugh my neck really hurts  I`m out aquatards, xox",0
Sure. I`ll try n keep that up! =P You enjoy studying. Cya!,1
Boring? What?! Ugh!!!  come back to of then!,0
DANG i want to be on the beach late at night. that`s the best. the sound of waves and the breeze!!hope you are well!,1
awww the wee gril in britains got talent,1
"dude, I can safely say I was blown away when I heard Attics. I`ll make sure I pass it on as much as I can!",1
Will miss nostalgia ... everyone please kick tushar,0
"aw, that`s cute",1
im back to this z-index problem...again,0
it could be worse  so u usually a nite owl?,0
_jane   hope yours will go away quicker than mine (10 weeks now and counting),1
"We did it last year right around the time The Black Parade is Dead! came out. Awesome times, man.",1
Ugh my trousers do that too and I`ve never found a way to combat it! It`s so weird,0
another fun night!!  chilled wit my homie @ green turtle n the park....good times...good times.,1
"Whats with you though, you sound a bit down yourself.. not your boiler again is it",0
Happy Star Wars Day. May the 4th be with you!  Nice that we get a holiday to celebrate  #fb,1
Pouring outside.. Cleaning out my locker.. My bookbag is heavy and my back and arms are killing me,0
Cause its true!!! It would!!! Hahaha... I Love YOU,1
"iya, nyokap gue pernah berkata demikian  :-|  and it`s so hard to share what we have",0
"blue skies? where, it`s still grey and hazy out of my window",0
sweet dreams,1
Goodmorning,1
"but its pretty at least, I think I need to catch some sleep soon though",1
that`s what i tell everyone! their food is the WORST! no one understands my horror.,0
"Reminders are good! Speaking of which, we haven`t had a Posture Check in awhile.....",1
That`s the Birthday Boy`s iPod Touch and DSi set-up and sorted. Just to think I would have been happy with a ball + boots at that age!,1
Ps... I got Ben Button today... completes my Best Picture noms....got all 5 now. It was a GREAT year!!,1
"I had a horrible dream  it had to do with a scary face, now im awake for the rest of the night. God dammit :\",0
Stuck in awful traffic in the way to the wedding. Ceremony is supposed to start now. Ughhh.,0
Why thank you... Us Mami`s are bringin` sexy back...,1
awww I love me some charlies  we are enjoying some lucky food LOL,1
im gone miss ya`ll Lol.don laugh im serious.its bittersweet. lookin forward 2goin home but cant wait till nx semester!,0
homework on a friday night...lame,0
"Right, is too glorious a day to be sat inside....must go and do something more active! Have a good day all",1
wow i just slept till 2pm..again... good job me,1
ya she prob does but i dont want to no about it,0
Youtube isn`t working...and I wanted to watch Britains Got Talent.  I`m debating about having a pity party.,0
Phone will die soon. What to do now? Oh no!,0
buy yay for your shoot...hope it goes well!  What is it for?,1
"good moring mr bailey, it is my birthday today",1
thanks for FF wink,1
started her new job today! aaand so stoked for may long..  and billy is awesome.,1
Listening Maroon 5 .... 'Songs About Jane' is one of my favourite albums in time,1
"nm. dang, you on NOW but i gotta bounce in like 4 minutes  i`m just chilling. the usual.",1
"Kidney Stones again  What did I ever do to deserve this kind of pain, not once or twice but five times in my life??? Took drugs, peace out",0
i am having serious problems concentrating on this press release this afternoon...i have sleepy eyes right now,0
"E.L.O.  wow, brings back so many happy memories.  LOVE this band!..and yes, I know I`m showing my age but I don`t care",1
Roasting to most probably death,0
thank you isay  kamusta ang bulacan historical gimmick at ang gilmore shopping trip?,1
Watching One Fine Day while eating my cereal. Start a good sunday with a good movie,1
seen u a couple of times. Liked it,1
sorry - didnt mean to   hope you can think positivly about being 80 and looking back on 30!,0
Don`t we all love bank holidays,1
the cokies arnt real imaginary will hav to do mmmmmmmmmmmm cookie...,1
depressed; my best friends pissed @ me,0
at first i thought bar life meant you were partying nonstop to catch up for the last 2 years...lol shoulda known better,1
Lucky. Winter is coming for us,1
"the play`s over, it was really good",1
I don`t know what to write anymore! My mind must be tired. It`s past midnight here already. Do a tour in the Philippines?,0
"Psalm 82:6 I have said, You are gods; and all of you are children of the most High. Happy Mothers Day Momma",1
I`ll help if you pay for my reactivation,1
Fail.    If you fancy a pit stop and a cuppa you know where I am!  lol,0
Bad rum experience in college - still haven`t recovered,0
I can`t eat a hot pocket anymore without thinking about Jim Gaffigan,0
Iï¿½m sorry for that,0
is ready for a productive friday. one of the last of the year,1
nah i understand you cant cancel i just wanted you to come,1
my stomach feels like it`s touching the ground..i`m SO full,0
wants to go the the vintage paper show but no one will accompany her,0
oh what a night love me some aces,1
assumes it wasnt so taboo to start an email with 'LOL' considering that the reply it got started with 'ROFL. PWN3D.' I love the internet!,1
unfair  I wanna go too.,0
No allowed a calculator for this exam despite it containing laths that is impossible to compute in my head.,0
ooohhh imma need you to get on that asap love you,1
_2008 don`t be sorry  you can race for charity or just for fun. I do this one for fun.,1
Just shot my new .22 rifle!  The auto-reset plinker target I built in shop class works great!,1
Thank you!,1
How Come I Can Never Sleep Past?? Not Good,0
"I hope you had fun in Canada  don`t worry you`ll see then again this summer,",1
i cooked breakfast for my mom  HAPPY,1
Hope you`ll be able to join us for future editions,1
"Nicky, I LAND at 10pm, it will be like 10:40 before I get home! UGH! Wont be any fish fry left for me anyways",0
Four hour baseball game. At least the Crew spent much of it making the Cubbies look bad.,0
lovely night of steve-o and family guy. off to bed.,1
"I know, lame.",0
i want to gooo,1
Star Trek is really good. I loved it too,1
Chicago rocks my socks,1
"My Boy is leaving for the Summer, Going to stay with the Grandparents.. I`m gonna miss him!!",0
Well this is just lovely.  I am completely flattened by a back injury.  There goes the weekend.,1
"Spiderwoman! She`s an amazing mum, gr8 blogger, gr8 mentor & on top of that climbs walls!  http://digg.com/d1qEua -via",1
so very irratated,0
"i`m sure you`re sleeping, but you`ll have to tell me your favorite part tomorrow. i laughed pretty much the whole time.",1
"man, I am really sorry",0
i cant get through,0
I went over the limit for actions per hour for twitter clients.  i hate that limit.,0
_henrie  Can you do a shoutout to holland please ? You got a lot of fans here!,1
oh cool you are coming to berlin    ! ! !,1
still sick  @ Home http://loopt.us/iArPRg.t,0
Nobody likes to feel low priority.,0
"Kev, **** off! I`m stuck in Westgate working",0
"thanks for that, now i learned something new today  enjoy.",1
haha sounds like your going to have heaps of fun  ****,1
"Many thanks, mate",1
"Feel quite down, not quite sure why though :s so going to bed  night everyone x",0
Sitting on the decking reading psychology notes with my ipod and my dog. It`s far too warm,0
"Barack Obama is a legend, just watched his dinner speach, it was pretty funny",1
"working away just now, hopefully it stays nice for the afternoon and evening! possible BBQ weather!",1
Thanks amigo!,1
etherreal WAS my main preoccupation. Now it`s EtherREAL`s preoccupation... humm... me ? schizophrenic ?,0
"World`s Happiest Places ...   Denmark, Finland and the Netherlands",1
no phone call yet.. 20 minutes until I pluck up the courage. I WISH MY PHONE WOULD RING,1
"I TRIED TO PUT A IRON ON , ON MY BOOK BAG AND I BURNT MY BAG WITH THE IRON LOL.. BUZZ KEEP MAKING FUN OF ME  ... (****) LOL",1
had a awesome day!,1
blah blah blah.... just kidding dude  i`ve never had anyone offer up their stem cells before haha!,1
thank you Jonas,1
well uhm i guess u pretty do now dont u? lol but it still sounded good,1
i dont really trust the judgements and vouches of _xo   jk. i`ll think about becoming a friend of yours,0
"omg, my right hear us blocked and it`s so annoying. what i i wake up deaf?",0
"Trying Resco MobileForms Toolkit and sample. Trial messages ruin everything, the sample has bugs, it`s running slow. Poor 1st impression.",0
_Neith James just doesn`t take a bad pic! Colossal loveliness! (wondering if I spelt colossal right...),1
Or your mobile doesn`t like me,0
"george lopez, bed, mommys day tomorrow ;)  i wish house was on Hugh Laurie, is sexay. sometimes i like way older guys.",1
"had an eventful weekend and nice week off, looking forward to a final chill out day",1
"Writing and researching. Tired of being foolish, so I`m educating myself & moving forward. Gonna marry a white boy they do you right!!!",0
fucken tired as ****  it`s sunny.. good day? deffff,0
working again today  but off tomorrow for dan`s party! yay!,1
Watching SNL  gahhhhh Will Forte is soooooo funty!!!,1
u never sent me carrie. ur an ****. but an **** that i miss,0
plus.. janessa hurt my feelings,0
Watching the Krystle vs. Alexis catfights on Youtube.. I miss Dynasty,0
I like how the binary code under your name says ZirconCode as well. XD It`s looking very nice. Better than before.,1
Dane Cook is at the sports arena tonight. Wish I had tickets,1
Happy Mothers Day to all Mom`s,1
rofl uh huh,1
This is going to be a great and productive week - I can just feel it!!!  POSITIVE THINKING is the key,1
"Awww, thanks Jon!  I appreciate that",1
"JONAS was absolutely heartwarming. Now, time for bed. Goodnight!",1
Soon my new job starts  I`m so happy!,1
In the bus... Almost an hour late because of my crappy alarm clock  should be in Leeuwarden at about 9:45,0
"**** it...Margie said she couldn`t share the info on who killed Evil Eddy with me   She wanted my info again, gave it to her",0
back at work  its too warm to be in here today!!!,0
Teaching people the beauty of twitter,1
"haha what can i say, you`re a great teacher!! you learned from the best... Hannah Montana",1
_day26 ~ Awwwww have fun with the fam boo boo,1
nope im nott! i was planning on doing but my aunties come over from america and we`re havin this big family meal so i cant  ****,0
Hi .. I have the net YAYY.. Im here for a short time though,1
Yay! Made my first sale on RedBubble - that makes me so happy   http://bit.ly/1gURq,1
Dakota just had a her first bath since being spayed... She was in Heaven!,1
The computers and the Ethernet at school are so slow!,0
"Stupid jobs, idk what to do.",0
nope! not comin up 2nite gurl!,0
is about to go into her last final.  happiness!,1
saddest celeb story of the week  http://bit.ly/h09Ph,0
- I think  did an amazing presentation about the whole 'keeping review items' and tax thing at BlogHer `08  She`s awesome!,1
Happy Star Wars Day!,1
Sweet! I`m a Jaycee one-letter-er I think. Just D!,1
i finally found the perfect matte lcd cleaner!! i-nix screen cleaner ftw!,1
super bored on a friday night,0
"BTW: Does it offend you, yeah? - We are rockstars. Pretty ok.",1
I would love to sleep with pete Lmfao   jk,1
Happy Star Wars Day everyone! May the 4th be with you,1
I`m Christine and I`m a friggin` shopaholic. Check out my new coat  Had to promise someone I wouldn`t spend for 2 weeks after buying this,1
SUPER BUENO FTW!!! I am so proud of you guys.,1
"Celebrated 18,000 plays on Last.fm with Dez Moines by #tdwp http://bit.ly/GWUHX",1
Creased my nikes!!  ohh well... http://twitpic.com/66zfd,0
Had a blood test today.   Wasn`t too bad really. Needed to dash 2 Starbucks after to revive my spirits with a nice Iced latte & a bun.Yum!,1
Aw i couldn`t see robert before practice. That makes me sad,0
Awh I forgot you had the pox  Hope you get better soon!,1
Today is 777 days until LeakyCon 2011. Awesome number but I wish it wasn`t so far away,1
umm how abt a comment like that :p 'i dont like this',0
hahahaha yay!!!! Lakers!!! And I would please like some of that dip!!,1
#HappyMothersDay to all the moms out there,1
"getting ready to go read, pray, and go to bed. Enjoy the rest of the night",1
"Cool Sound!! Luv 'Drama', 'Love Game' doesn`t work on ur myspace...    Wish Good Luck!! XoXo from Spain",1
holy ****. where did all my time go? =/ gta4 has sucked away my life.. and wasted a whole week! ...i wish i had more self control,0
Oh yum - rhubarb. These links are fab. Thanks,1
Why is  scared or  lmao.. Someone pls tell me!!,0
Problems seem to be fixed now! Thank you!,1
http://twitpic.com/66vdn - I miss my babyyy,0
When I check google analytics I can always get to google.com/**** before Safari`s auto-fill kicks in. Makes me laugh,1
Oh I see who u mean now-tht heltershelter person lol. yer looks scary,0
"Just opened a facebook account, I`m a little confused I don`t really get it. Twitter seems much better",1
is it bad that I sort of want her to miss me?  I know I will be missing her.,0
"Hey Girlie, How are you doing?",1
i like the optimism,1
Went to sleep and there is a power cut in Noida  Power back up not working too,0
can I just go to sleep and wake up in December when my house is all organized and the baby is here?.. feeling like poo today,0
"like spirits in the night ooooh night, quï¿½ grande ere mr. springsteen",1
"Ugh. I hate bad grades. 1st time I`ve ever failed a class and no As- B, B, D, W, I, I! Not like me at all",0
still hoping for a job... but now i have strep so looks like i wont be looking around places for the next couple of days,0
i get migranes.. so .. that leaves you to either arthritis and/or gout!,0
I`m exhausted  new song 'one day' on myspace check out http://www.myspace.com/tannajoy,0
omg i just slept like 18hrs in the last 22hrs...  i think i`m dying or something   reminds me of catcher,0
we will support you,1
Ahhh mothers day  My first one YAY!!!,1
"Reading my book in the sunshine, goona be a good day",1
very talented Sam,1
**** everything,0
I always want to be perfect. Thatï¿½s so hard cause I even know that itï¿½s impossible. ...,0
He`s gonna do it for mothers day  Ever notice Papa looks like Squiggy from Laverne snd Shirley. I love him.,1
Then back to **** school,0
?sucks!?..,0
.. these holidays are soo boring..,0
Good Morning,1
ummm. no it didnt work so i guess im stuck with this uglyonee,0
_liv_lyf good to hear! Just in time for the weekend. I`ll be working though,1
Anybody else experiencing painful slowdowns with facebook?,0
funny you should say...am filling it out as we speak ;) cheers!,1
"I tried registering on the website. No go, I get an error with all 4 browsers. Firefox, chrome, ie, safari.",0
I need to wake up earlier so I`m actually tired enough to fall asleep,0
I am living in a country where the government is ALWAYS a circus show ... sad but true...,0
Experiencing pain with paginating ASP.NET ListView controls,0
"Oh good, this thing is viral now",1
I miss her alot and its only been one day,0
Wow! I am impressed Pastor Lucas! Great work!!!,1
"Ben & Jerry`s fail. Got email for free ice cream. Says click here to redeem coupon. When I click, I get error message",0
happiest of birthdays to you Kat,1
"someone take care of me, im so sick",0
yeah back to work  I get out at 3:30 so it`s not that bad,1
Boreedd,0
"I want to get all dressed up and go out to, but I to have no one to go with, I`m with you mentor",0
http://twitpic.com/4wlpv - whooooooooooooa!!!!!!!!!!!! ang ganda ko dito ha!!!  thank you!,1
http://twitpic.com/4wkpl - Widescreen laptop + rotation + comics = Awesome.,1
is liking this feeling,1
you are on mii **** list...Permanent mii dude,0
17 hours left of being a teenager.. and ill be sleepin for 8-10 of those hours.. how depressing,0
Well it would seem that you can enter nine 0s if you are an Individual without a SSN/ITIN or EIN according to Apple.  Hurray!,1
Is wondering what happened to the sun? **** May grey!,0
"No burgers to be found. New (old) camera to play with though, so that`s excellent.",1
Fixed my favourites. $180 and the heels fell off after 4 wears,1
